CaseID,contest_no,Education,Gender,Country of Origin,Reason for Application,Job,Job Experience,Job Plans,Prior Entry,Language Skills,Chosen_Immigrant,ethnocentrism,profile,LangPos,PriorPos
1190,5,high school,male,Philippines,reunite with family,child care provider,none,contract with employer,many times as tourist,tried English but unable,1,NA,1,7,6
1190,5,8th grade,male,China,escape persecution,child care provider,1-2 years,will look for work,once w/o authorization,fluent English,0,NA,2,7,6
1194,1,college degree,female,India,reunite with family,janitor,5+ years,will look for work,six months with family,broken English,1,61.666664,1,5,6
1194,1,4th grade,female,Philippines,reunite with family,child care provider,1-2 years,contract with employer,six months with family,broken English,0,61.666664,2,5,6
1194,2,graduate degree,female,Germany,reunite with family,computer programmer,5+ years,will look for work,never,broken English,1,61.666664,1,5,6
1194,2,two-year college,female,Mexico,seek better job,research scientist,1-2 years,interviews with employer,many times as tourist,used interpreter,0,61.666664,2,5,6
1194,3,graduate degree,female,Philippines,seek better job,computer programmer,5+ years,interviews with employer,once as tourist,fluent English,1,61.666664,1,5,6
1194,3,high school,male,Iraq,escape persecution,janitor,1-2 years,contract with employer,once as tourist,fluent English,0,61.666664,2,5,6
1194,4,graduate degree,male,China,escape persecution,gardener,none,interviews with employer,never,fluent English,1,61.666664,1,5,6
1194,4,no formal,male,Sudan,seek better job,nurse,none,contract with employer,once w/o authorization,used interpreter,0,61.666664,2,5,6
1194,5,two-year college,female,Poland,seek better job,construction worker,1-2 years,no plans to look for work,many times as tourist,tried English but unable,0,61.666664,1,5,6
1194,5,graduate degree,male,Germany,reunite with family,teacher,1-2 years,no plans to look for work,six months with family,broken English,1,61.666664,2,5,6
1195,1,graduate degree,male,Sudan,seek better job,construction worker,1-2 years,will look for work,many times as tourist,tried English but unable,1,20,1,9,1
1195,1,no formal,male,China,reunite with family,child care provider,none,will look for work,once w/o authorization,broken English,0,20,2,9,1
1195,2,4th grade,female,Poland,seek better job,gardener,none,no plans to look for work,once w/o authorization,fluent English,0,20,1,9,1
1195,2,college degree,female,Poland,seek better job,gardener,5+ years,no plans to look for work,six months with family,used interpreter,1,20,2,9,1
1195,3,two-year college,female,Sudan,reunite with family,construction worker,1-2 years,will look for work,once w/o authorization,tried English but unable,0,20,1,9,1
1195,3,4th grade,male,Iraq,seek better job,nurse,3-5 years,no plans to look for work,six months with family,tried English but unable,1,20,2,9,1
1195,4,college degree,male,France,reunite with family,financial analyst,1-2 years,interviews with employer,never,broken English,1,20,1,9,1
1195,4,college degree,female,Mexico,seek better job,gardener,none,will look for work,never,fluent English,0,20,2,9,1
1195,5,high school,male,Mexico,reunite with family,child care provider,none,will look for work,once w/o authorization,broken English,0,20,1,9,1
1195,5,4th grade,female,Philippines,reunite with family,teacher,1-2 years,will look for work,many times as tourist,fluent English,1,20,2,9,1
1196,1,high school,male,Poland,reunite with family,waiter,3-5 years,contract with employer,six months with family,fluent English,1,0,1,8,9
1196,1,two-year college,male,Poland,reunite with family,doctor,none,no plans to look for work,never,broken English,0,0,2,8,9
1196,2,graduate degree,male,India,seek better job,research scientist,5+ years,contract with employer,never,tried English but unable,0,0,1,8,9
1196,2,8th grade,male,Somalia,seek better job,gardener,none,contract with employer,many times as tourist,fluent English,1,0,2,8,9
1196,3,graduate degree,female,Mexico,reunite with family,teacher,5+ years,contract with employer,six months with family,used interpreter,1,0,1,8,9
1196,3,graduate degree,female,Somalia,reunite with family,doctor,3-5 years,will look for work,six months with family,used interpreter,0,0,2,8,9
1196,4,4th grade,female,Germany,reunite with family,teacher,5+ years,interviews with employer,once as tourist,used interpreter,1,0,1,8,9
1196,4,no formal,female,Mexico,seek better job,child care provider,none,will look for work,once w/o authorization,tried English but unable,0,0,2,8,9
1196,5,no formal,female,India,reunite with family,construction worker,none,no plans to look for work,never,fluent English,0,0,1,8,9
1196,5,no formal,male,Sudan,escape persecution,construction worker,1-2 years,will look for work,many times as tourist,fluent English,1,0,2,8,9
1197,1,graduate degree,male,Mexico,reunite with family,doctor,none,will look for work,once w/o authorization,fluent English,0,0,1,6,5
1197,1,8th grade,female,China,seek better job,construction worker,5+ years,contract with employer,six months with family,used interpreter,1,0,2,6,5
1197,2,high school,male,Poland,seek better job,gardener,5+ years,interviews with employer,once w/o authorization,used interpreter,0,0,1,6,5
1197,2,college degree,male,Germany,seek better job,construction worker,3-5 years,interviews with employer,once w/o authorization,broken English,1,0,2,6,5
1197,3,college degree,male,France,seek better job,doctor,1-2 years,no plans to look for work,six months with family,tried English but unable,0,0,1,6,5
1197,3,8th grade,female,Mexico,reunite with family,teacher,5+ years,will look for work,once as tourist,tried English but unable,1,0,2,6,5
1197,4,graduate degree,male,Somalia,reunite with family,child care provider,1-2 years,no plans to look for work,many times as tourist,tried English but unable,0,0,1,6,5
1197,4,8th grade,female,Philippines,reunite with family,janitor,1-2 years,no plans to look for work,six months with family,used interpreter,1,0,2,6,5
1197,5,high school,female,Poland,seek better job,child care provider,1-2 years,interviews with employer,never,broken English,1,0,1,6,5
1197,5,4th grade,male,China,escape persecution,janitor,none,contract with employer,six months with family,used interpreter,0,0,2,6,5
1200,1,4th grade,female,Iraq,reunite with family,janitor,1-2 years,interviews with employer,many times as tourist,broken English,0,11.666668,1,9,4
1200,1,graduate degree,male,Poland,reunite with family,research scientist,none,interviews with employer,once w/o authorization,used interpreter,1,11.666668,2,9,4
1200,2,college degree,male,Philippines,seek better job,waiter,3-5 years,no plans to look for work,once as tourist,tried English but unable,0,11.666668,1,9,4
1200,2,8th grade,female,Somalia,escape persecution,gardener,5+ years,will look for work,many times as tourist,fluent English,1,11.666668,2,9,4
1200,3,high school,male,Iraq,seek better job,waiter,5+ years,will look for work,once w/o authorization,tried English but unable,0,11.666668,1,9,4
1200,3,high school,male,Mexico,seek better job,teacher,5+ years,contract with employer,once as tourist,used interpreter,1,11.666668,2,9,4
1200,4,no formal,male,Poland,reunite with family,nurse,3-5 years,will look for work,never,fluent English,0,11.666668,1,9,4
1200,4,4th grade,female,Germany,seek better job,construction worker,none,contract with employer,never,used interpreter,1,11.666668,2,9,4
1200,5,graduate degree,male,Somalia,reunite with family,janitor,5+ years,will look for work,once w/o authorization,tried English but unable,0,11.666668,1,9,4
1200,5,college degree,male,Germany,reunite with family,teacher,none,no plans to look for work,many times as tourist,used interpreter,1,11.666668,2,9,4
1201,1,graduate degree,male,France,seek better job,research scientist,none,interviews with employer,never,used interpreter,0,0,1,7,9
1201,1,no formal,male,Philippines,seek better job,janitor,3-5 years,interviews with employer,never,tried English but unable,1,0,2,7,9
1201,2,no formal,male,Sudan,reunite with family,child care provider,none,interviews with employer,six months with family,tried English but unable,0,0,1,7,9
1201,2,graduate degree,female,Mexico,seek better job,computer programmer,3-5 years,contract with employer,six months with family,tried English but unable,1,0,2,7,9
1201,3,two-year college,female,Poland,seek better job,nurse,1-2 years,interviews with employer,once as tourist,used interpreter,1,0,1,7,9
1201,3,college degree,female,Germany,reunite with family,nurse,1-2 years,will look for work,once w/o authorization,broken English,0,0,2,7,9
1201,4,two-year college,male,Somalia,escape persecution,waiter,1-2 years,interviews with employer,many times as tourist,broken English,0,0,1,7,9
1201,4,4th grade,female,France,reunite with family,teacher,3-5 years,will look for work,six months with family,fluent English,1,0,2,7,9
1201,5,4th grade,female,Somalia,seek better job,teacher,none,will look for work,once as tourist,fluent English,0,0,1,7,9
1201,5,high school,female,France,reunite with family,waiter,5+ years,contract with employer,many times as tourist,used interpreter,1,0,2,7,9
1203,1,4th grade,female,Mexico,reunite with family,child care provider,5+ years,no plans to look for work,once w/o authorization,used interpreter,0,1.6666641,1,9,6
1203,1,4th grade,female,Philippines,reunite with family,teacher,3-5 years,interviews with employer,six months with family,used interpreter,1,1.6666641,2,9,6
1203,2,high school,male,Sudan,escape persecution,child care provider,none,no plans to look for work,many times as tourist,tried English but unable,1,1.6666641,1,9,6
1203,2,4th grade,female,Mexico,seek better job,construction worker,3-5 years,will look for work,never,tried English but unable,0,1.6666641,2,9,6
1203,3,two-year college,male,India,reunite with family,nurse,none,will look for work,never,used interpreter,1,1.6666641,1,9,6
1203,3,no formal,male,India,seek better job,construction worker,1-2 years,no plans to look for work,six months with family,used interpreter,0,1.6666641,2,9,6
1203,4,4th grade,female,Philippines,reunite with family,nurse,none,will look for work,six months with family,fluent English,0,1.6666641,1,9,6
1203,4,graduate degree,female,Somalia,escape persecution,gardener,5+ years,will look for work,never,used interpreter,1,1.6666641,2,9,6
1203,5,graduate degree,male,France,reunite with family,research scientist,5+ years,will look for work,once as tourist,used interpreter,1,1.6666641,1,9,6
1203,5,4th grade,female,China,escape persecution,child care provider,5+ years,no plans to look for work,many times as tourist,tried English but unable,0,1.6666641,2,9,6
1204,1,college degree,female,Somalia,reunite with family,research scientist,5+ years,no plans to look for work,once w/o authorization,fluent English,0,36.666668,1,1,9
1204,1,no formal,female,Philippines,seek better job,gardener,none,contract with employer,many times as tourist,fluent English,1,36.666668,2,1,9
1204,2,college degree,female,Poland,seek better job,research scientist,1-2 years,interviews with employer,once as tourist,broken English,1,36.666668,1,1,9
1204,2,college degree,male,Iraq,escape persecution,nurse,none,will look for work,never,tried English but unable,0,36.666668,2,1,9
1204,3,college degree,male,Philippines,seek better job,teacher,none,interviews with employer,never,fluent English,1,36.666668,1,1,9
